terreno3;208800000;503374011.01199996;-33.6183829164999;-70.63297038980994
terreno2;650000000;940224389.0120001;-33.58536891577531;-70.62905569062983
terreno5;987595000;987713095.012;-33.449591;-70.778136
terreno4;162400000;1005199666.1320002;-33.327791;-70.724375
terreno1;1073000000;1220401179.0119998;-33.549643083309725;-70.7136821100082
